Cena,Miasto,Dzielnica,Cena za m2,M2,Pokoje,Pietro,Szerokosc,Dlugosc
1999000,Gdańsk,Brzeźno,15865,126.0,2,2,54.4013235,18.633564406011097
840000,Gdynia,Śródmieście,10244,82.0,6,8,54.5197073,18.5391734
5800000,Gdańsk,Jelitkowo,22053,263.0,3,5,54.424279,18.5956068
1690000,Gdynia,Redłowo,20047,84.3,2,12,54.4915242,18.5383657
999000,Gdańsk,Morena,13284,75.2,2,0,54.3487193,18.5894932
849000,Gdańsk,Wrzeszcz,15664,54.2,2,2,54.3823293,18.5980892
460000,Gdańsk,Zakoniczyn,9745,47.2,3,5,54.3189392,18.5833767
650000,Gdynia,Mały Kack,14773,44.0,3,4,54.4885588,18.5388847
1249000,Gdynia,Karwiny,15037,83.06,3,3,54.4741919,18.4829109
1044000,Gdańsk,Wrzeszcz,24982,41.79,2,0,54.3833813,18.6127526
380000,Gdynia,Chylonia,8190,46.4,2,0,54.5406795,18.4612818
350000,Gdynia,Chylonia,7848,44.6,3,0,54.5415929,18.4716354
577000,Gdańsk,Zaspa,11971,48.2,3,3,54.3975453,18.5955881
1675330,Gdynia,Śródmieście,24990,67.04,1,0,54.5196449,18.5366076
479000,Gdańsk,Ujeścisko,8709,55.0,5,0,54.3337106,18.5911818
995000,Gdynia,Wielki Kack,10574,94.09,2,1,54.4695207,18.5000195
1034500,Gdańsk,Kowale,8995,115.0,2,3,54.3080257,18.5689518
649000,Gdynia,Mały Kack,13381,48.5,3,1,54.4736509,18.5070401
465000,Gdańsk,Wrzeszcz,10520,44.2,3,2,54.383418,18.6241828
549000,Gdańsk,Łostowice,9990,54.95,3,0,54.3152398,18.5911515
349000,Gdańsk,Oliwa,7465,46.75,1,3,54.4130584,18.5553137
427777,Gdańsk,Nowy Port,8875,48.2,1,1,54.40228235,18.66719087521431
750000,Gdańsk,Śródmieście,19230,39.0,3,4,54.3487517,18.6471706
329000,Gdynia,Działki Leśne,12396,26.54,3,2,54.5140467,18.520312681018645
510000,Gdynia,Chylonia,8500,60.0,3,8,54.5417838,18.461057
528000,Gdynia,Leszczynki,9962,53.0,3,1,54.5315281,18.4881398
949000,Gdańsk,Śródmieście,14292,66.4,3,5,54.3514191,18.6492273
399000,Gdańsk,Oliwa,13300,30.0,2,4,54.4133362,18.5549714
749900,Gdańsk,Jasień,10947,68.5,1,2,54.3433363,18.5622703
510000,Gdańsk,Ujeścisko,11590,44.0,3,2,54.3392888,18.5860803
665000,Gdańsk,Wrzeszcz,9779,68.0,3,6,54.3805962,18.5997693
499000,Gdynia,Leszczynki,9596,52.0,3,3,54.5370588,18.4757235
830000,Gdynia,Chwarzno,8350,99.4,2,3,54.500733,18.4428336
965000,Gdynia,Wiczlino,11996,80.44,4,5,54.5008511,18.4367993
670000,Gdańsk,Śródmieście,13012,51.49,3,1,54.3537058,18.6537478
749000,Gdańsk,Zaspa,10443,71.72,3,3,54.3933709,18.6116016
539000,Gdańsk,Zakoniczyn,8045,67.0,1,0,54.3189392,18.5833767
580000,Gdańsk,Zakoniczyn,10977,52.84,5,1,54.318336,18.5676373
435000,Gdańsk,Siedlce,14169,30.7,2,3,54.3532463,18.6341863
1100000,Gdańsk,Orunia Górna,11579,95.0,3,3,54.3271943,18.6135955
599000,Gdańsk,Siedlce,10509,57.0,2,0,54.3502967,18.624454
680000,Gdańsk,Jasień,11930,57.0,3,2,54.3272503,18.5595174
899000,Gdańsk,Wrzeszcz,12843,70.0,3,1,54.3855404,18.6192904
519000,Gdańsk,Strzyża,13658,38.0,2,13,54.3852072,18.5790165
1199940,Gdańsk,Długie ogrody,19999,60.0,1,4,54.3490925,18.6632116
359000,Gdańsk,Chełm,10257,35.0,3,0,54.3384804,18.6059547
790000,Gdynia,Babie Doły,13167,60.0,3,1,54.5779338,18.539331
630000,Gdańsk,Chełm,10500,60.0,3,5,54.3330444,18.6157245
1460000,Gdańsk,Wrzeszcz,20857,70.0,2,4,54.3965758,18.6178476
426000,Gdańsk,Stogi,12171,35.0,1,0,54.3600113,18.7126565
913500,Gdańsk,Stare Przedmieście,21000,43.5,3,1,54.3428414,18.6526102
305000,Gdańsk,Przymorze,16053,19.0,2,0,54.4091767,18.5832127
380000,Gdynia,Chylonia,8190,46.4,2,4,54.5457503,18.4636617
369000,Gdynia,Chylonia,9283,39.75,1,0,54.5457503,18.4636617
380000,Gdynia,Działki Leśne,6032,63.0,3,4,54.5135221,18.5302131
300000,Gdynia,Grabówek,8823,34.0,4,0,54.5274468,18.505704
912000,Sopot,Kamienny Potok,13412,68.0,3,10,54.4617366,18.5537795
1260000,Gdynia,Redłowo,14894,84.6,1,2,54.4911699,18.5434649
579000,Gdańsk,Zakoniczyn,10321,56.1,3,2,54.318336,18.5676373
465000,Gdynia,Śródmieście,13040,35.66,3,4,54.5162368,18.5398165
490000,Gdynia,Obłuże,8072,60.7,3,7,54.5612744,18.5093776
1157000,Gdańsk,Przymorze,20017,57.8,1,5,54.4087838,18.5891854
760000,Gdańsk,Jasień,11279,67.38,2,0,54.3349283,18.559323
350000,Gdynia,Działki Leśne,12238,28.6,1,5,54.5140467,18.520312681018645
1600000,Gdańsk,Śródmieście,24961,64.1,3,0,54.3456228,18.6558958
390000,Gdańsk,Zaspa,11239,34.7,2,5,54.3934831,18.6016701
379000,Gdynia,Chylonia,8168,46.4,3,5,54.5457503,18.4636617
518570,Gdańsk,Letnica,11064,46.87,2,3,54.3986679,18.646464
649000,Gdańsk,Siedlce,9953,65.2,2,2,54.3500247,18.6180712
810000,Gdańsk,Brzeźno,15000,54.0,1,3,54.4059217,18.6344932
885000,Gdańsk,Wrzeszcz,22125,40.0,4,0,54.3817696,18.6055111
679000,Gdańsk,Śródmieście,19444,34.92,4,0,54.3456228,18.6558958
954000,Gdynia,Śródmieście,13250,72.0,3,1,54.5162368,18.5398165
699000,Gdańsk,Siedlce,8948,78.11,2,0,54.3502074,18.6245231
580000,Gdańsk,Zakoniczyn,11153,52.0,2,3,54.318336,18.5676373
695000,Gdynia,Karwiny,14734,47.17,3,1,54.4741919,18.4829109
489000,Gdańsk,Osowa,9205,53.12,3,0,54.42289875,18.4837734248378
778000,Gdynia,Mały Kack,12754,61.0,3,1,54.4657286,18.5116077
699000,Gdańsk,Śródmieście,12594,55.5,3,3,54.3522919,18.6475883
450000,Gdańsk,Kowale,7895,57.0,3,1,54.3080257,18.5689518
1285000,Gdynia,Mały Kack,13817,93.0,3,0,54.4658973,18.5116525
450000,Gdańsk,Łostowice,8353,53.87,4,0,54.31911,18.5918006
949000,Gdańsk,Orunia Górna,10870,87.3,4,0,54.3256094,18.6202868
679000,Gdańsk,Przymorze,12574,54.0,3,0,54.4085855,18.5886131
665000,Gdańsk,Siedlce,9097,73.1,3,1,54.3506983,18.613036
599000,Sopot,Dolny Sopot,12479,48.0,3,0,54.4489703,18.5564819
998000,Gdańsk,Siedlce,14497,68.84,2,0,54.3532463,18.6341863
650000,Gdańsk,Osowa,11403,57.0,1,0,54.4206436,18.4680747
1090000,Gdańsk,Jelitkowo,29223,37.3,2,9,54.4217032,18.6019497
319000,Gdańsk,Nowy Port,11392,28.0,2,4,54.40117525,18.670871716652652
439000,Gdynia,Witomino,12436,35.3,4,0,54.5013275,18.5147885
390000,Gdańsk,Stogi,9154,42.6,3,1,54.3739022,18.7031185
1100000,Gdynia,Oksywie,13232,83.13,2,3,54.5458913,18.5362053
763000,Sopot,Kamienny Potok,14451,52.8,3,0,54.4541519,18.5520781
469000,Gdańsk,Przymorze,10422,45.0,2,1,54.4085855,18.5886131
669000,Gdańsk,Ujeścisko,12528,53.4,3,4,54.3446783,18.5955555
587000,Gdańsk,Jasień,11398,51.5,3,3,54.3316163,18.5487117
857000,Gdynia,Oksywie,8741,98.04,2,2,54.5527074,18.541795
659000,Gdynia,Działki Leśne,12329,53.45,3,3,54.5140467,18.520312681018645
620000,Gdańsk,Żabianka,14761,42.0,1,2,54.4226057,18.584722
535000,Gdańsk,Śródmieście,10094,53.0,2,0,54.3492014,18.6740433
380000,Gdańsk,Wrzeszcz,9500,40.0,2,0,54.3882553,18.6195477
719000,Sopot,Dolny Sopot,21927,32.79,3,0,54.4431438,18.561881219506724
895000,Gdynia,Działki Leśne,16886,53.0,2,0,54.5140467,18.520312681018645
1799000,Gdynia,Redłowo,14697,122.4,3,3,54.4973097,18.5492161
339000,Gdynia,Witomino,9377,36.15,3,1,54.5011822,18.50874
798000,Gdynia,Śródmieście,15000,53.2,2,1,54.5208405,18.5320953
550000,Gdańsk,Maćkowy,7759,70.88,3,1,54.3041165,18.607974
510000,Gdynia,Wiczlino,10200,50.0,1,2,54.48708865,18.429896251779187
529000,Gdańsk,Chełm,8343,63.4,3,1,54.3382684,18.6062619
365000,Gdańsk,Przymorze,13518,27.0,3,4,54.4029271,18.5984809
1140000,Gdańsk,Przymorze,17644,64.61,2,0,54.4066572,18.5836606
599000,Gdańsk,Ujeścisko,9215,65.0,3,0,54.3274364,18.5977896
490000,Gdynia,Śródmieście,14939,32.8,3,9,54.5161278,18.5383627
990000,Gdańsk,Siedlce,15727,62.95,3,1,54.3493986,18.6355331
799000,Gdańsk,Ujeścisko,9864,81.0,3,0,54.327724,18.5925125
640000,Gdańsk,Jasień,11116,57.57,3,2,54.3226204,18.5613295
449000,Gdynia,Cisowa,9733,46.13,3,3,54.5439984,18.452518
639000,Gdańsk,Przymorze,11534,55.4,3,3,54.4016383,18.5772394
679000,Gdynia,Wiczlino,10288,66.0,2,0,54.4939336,18.4306437
369000,Gdańsk,Łostowice,9814,37.6,2,3,54.3143954,18.5946641
588000,Gdańsk,Siedlce,7967,73.8,4,0,54.350042,18.6290281
399000,Gdańsk,Kiełpinek,11049,36.11,1,2,54.350542,18.5374307
1190000,Gdańsk,Wrzeszcz,20081,59.26,2,4,54.38426845,18.589533925320044
460000,Gdańsk,Przymorze,10697,43.0,2,1,54.412261,18.5878398
465000,Gdańsk,Wrzeszcz,10520,44.2,2,2,54.383418,18.6241828
429000,Gdynia,Leszczynki,8151,52.63,2,3,54.5345918,18.4877259
549000,Gdańsk,Żabianka,16006,34.3,1,1,54.4246549,18.5848093
589000,Sopot,Kamienny Potok,12169,48.4,2,3,54.4579445,18.5511831
315000,Gdańsk,Kowale,9002,34.99,3,3,54.3101227,18.5657623
533000,Gdańsk,Wrzeszcz,12113,44.0,2,2,54.3814444,18.613255
265000,Gdańsk,Górki zachodnie,3680,72.0,3,1,54.3558071,18.771004
669000,Gdańsk,Chełm,10453,64.0,3,2,54.3403608,18.6186983
1099000,Gdańsk,Młode miasto,18316,60.0,2,2,54.3588463,18.6536521
629000,Gdańsk,Jasień,9647,65.2,3,3,54.3358541,18.5570297
475000,Gdańsk,Siedlce,13971,34.0,3,4,54.3502967,18.624454
1350000,Gdynia,Mały Kack,17089,79.0,3,2,54.4736509,18.5070401
480000,Gdańsk,Kowale,8276,58.0,3,3,54.31119,18.56453
640000,Gdynia,Wielki Kack,6400,100.0,3,2,54.4636393,18.5002815
460000,Gdańsk,Zaspa,9583,48.0,2,0,54.3975453,18.5955881
743000,Gdynia,Śródmieście,11793,63.0,2,2,54.5127506,18.5396818
767000,Gdańsk,Śródmieście,10802,71.0,2,0,54.3524023,18.6492245
575000,Gdańsk,Przymorze,12777,45.0,3,0,54.4059819,18.6039015
660000,Gdańsk,Przymorze,10476,63.0,4,0,54.41371355,18.579931550000005
499000,Gdańsk,Wrzeszcz,8618,57.9,4,1,54.3766522,18.6075306
2100000,Gdynia,Orłowo,16535,127.0,3,1,54.4794906,18.5530912
610000,Gdańsk,Jasień,8604,70.89,2,1,54.3316163,18.5487117
540000,Gdynia,Działki Leśne,10778,50.1,3,1,54.5180631,18.5203267
340000,Gdynia,Karwiny,9374,36.27,1,2,54.4698104,18.5070831
508000,Gdańsk,Jasień,8837,57.48,2,4,54.3536518,18.5500839
313000,Gdańsk,Jasień,10646,29.4,3,0,54.3536518,18.5500839
370000,Gdańsk,Jasień,9472,39.06,2,3,54.3536518,18.5500839
593000,Gdańsk,Orunia,8366,70.88,3,10,54.324252,18.6344756
479000,Gdynia,Pustki Cisowskie,10237,46.79,2,0,54.5372611,18.4457926
585000,Gdynia,Karwiny,9848,59.4,2,1,54.4736423,18.4942958
5880000,Gdynia,Orłowo,57988,101.4,3,1,54.4784857,18.5615744
670000,Gdańsk,Siedlce,15261,43.9,2,1,54.3532463,18.6341863
1454600,Gdańsk,Zaspa,20000,72.73,1,5,54.4024472,18.6112076
348000,Gdańsk,Zakoniczyn,9971,34.9,1,0,54.3200784,18.5875564
555000,Gdańsk,Przymorze,21578,25.72,1,1,54.4066572,18.5836606
555000,Gdańsk,Przymorze,21578,25.72,3,4,54.4066572,18.5836606
555000,Gdańsk,Przymorze,21578,25.72,2,4,54.4066572,18.5836606
439000,Gdańsk,Młyniska,12911,34.0,3,0,54.3717977,18.6335799
759000,Gdynia,Oksywie,12767,59.45,2,5,54.54569245,18.522105049999997
389000,Gdańsk,Stogi,10236,38.0,4,3,54.3613318,18.7109654
1250000,Gdynia,Mały Kack,12729,98.2,3,2,54.4736509,18.5070401
560000,Gdańsk,Brzeźno,13333,42.0,6,1,54.4048419,18.6310398
350000,Gdynia,Grabówek,11228,31.17,4,3,54.5285411,18.5057323
369000,Gdańsk,Przymorze,13666,27.0,2,1,54.4091767,18.5832127
1199000,Gdańsk,Przymorze,15987,75.0,2,3,54.4054917,18.5798509
465000,Gdańsk,Wrzeszcz,10520,44.2,3,1,54.383418,18.6241828
475000,Gdynia,Witomino,11964,39.7,3,4,54.4983852,18.5142701
860000,Gdynia,Wiczlino,11467,75.0,3,3,54.4939336,18.4306437
925000,Gdańsk,Siedlce,12834,72.07,1,2,54.3521653,18.61442
510000,Gdańsk,Karczemki,8121,62.8,3,1,54.3501263,18.5116417
315000,Gdańsk,Łostowice,12377,25.45,3,4,54.3126312,18.5878449
1322000,Gdynia,Śródmieście,13996,94.45,2,3,54.5181948,18.5356592
519000,Gdynia,Karwiny,7688,67.5,2,3,54.4722746,18.4948404
589000,Gdynia,Wiczlino,13698,43.0,2,2,54.5017614,18.4273379
349000,Gdynia,Grabówek,9432,37.0,2,1,54.5285411,18.5057323
640000,Gdańsk,Śródmieście,22535,28.4,2,10,54.3517674,18.6573806
529000,Gdańsk,Maćkowy,11020,48.0,3,8,54.2978761,18.6079423
399000,Gdynia,Leszczynki,8630,46.23,2,2,54.5342452,18.4874373
1550000,Gdańsk,Brzeźno,26094,59.4,3,1,54.4069408,18.62066603522357
695000,Gdańsk,Śródmieście,13044,53.28,3,1,54.3556503,18.6489283
1100000,Gdańsk,Letnica,18966,58.0,3,0,54.3981198,18.6476667
424000,Gdynia,Cisowa,7954,53.3,3,4,54.5472004,18.4416844
789900,Gdynia,Chwarzno,11789,67.0,2,1,54.5017614,18.4273379
579000,Gdańsk,Siedlce,11913,48.6,4,3,54.3493986,18.6355331
439000,Gdańsk,Łostowice,11864,37.0,1,1,54.3143954,18.5946641
1590000,Sopot,Wyścigi / Karlikowo,23555,67.5,4,1,54.4334694,18.5709319
429000,Gdańsk,Przymorze,18652,23.0,3,2,54.4173084,18.5932718
650000,Gdańsk,Wrzeszcz,8928,72.8,2,0,54.3768101,18.61329207601881
599000,Gdańsk,Przymorze,11814,50.7,2,3,54.4091767,18.5832127
650000,Gdańsk,Śródmieście,21666,30.0,3,2,54.3468793,18.6443526
528000,Gdańsk,Osowa,11234,47.0,3,0,54.4187891,18.4844695
540000,Gdynia,Działki Leśne,10756,50.2,2,0,54.5180631,18.5203267
859000,Gdańsk,Wrzeszcz,11930,72.0,3,0,54.3817696,18.6055111
699000,Gdańsk,Wrzeszcz,11650,60.0,3,5,54.3760094,18.6076585
629000,Gdańsk,Stare Przedmieście,9677,65.0,5,3,54.345155,18.6458535
945000,Gdańsk,Przymorze,14929,63.3,4,2,54.4158038,18.5869742
1499000,Gdańsk,Przymorze,14990,100.0,5,5,54.4150545,18.5790774
890000,Gdańsk,Sobieszewo,6506,136.78,2,3,54.3462653,18.8195212
1799000,Gdynia,Grabówek,18546,97.0,2,3,54.5278981,18.4937821
948000,Gdynia,Redłowo,19190,49.4,2,0,54.4911699,18.5434649
479000,Gdańsk,Stogi,10128,47.29,2,1,54.3739022,18.7031185
465000,Gdańsk,Żabianka,13323,34.9,3,0,54.4245047,18.5775911
399000,Gdynia,Obłuże,6562,60.8,5,1,54.5609501,18.5093489
999000,Gdynia,Oksywie,10912,91.55,5,5,54.5488509,18.5302022
999000,Gdynia,Wielki Kack,11878,84.1,2,3,54.467454,18.4899048
1895000,Gdańsk,Oliwa,15835,119.67,3,0,54.4007004,18.5646579
561000,Gdynia,Śródmieście,17000,33.0,3,5,54.522032,18.5430157
690000,Gdańsk,Siedlce,12454,55.4,1,4,54.34868815,18.611562337191312
499000,Gdańsk,Suchanino,9415,53.0,3,10,54.3575178,18.6200653
550000,Gdańsk,Przymorze,11000,50.0,3,2,54.4066572,18.5836606
1332000,Gdańsk,Wrzeszcz,18500,72.0,2,9,54.3833813,18.6127526
1330000,Gdańsk,Wrzeszcz,18219,73.0,3,1,54.3766522,18.6075306
1649000,Gdańsk,Oliwa,17731,93.0,3,1,54.4056989,18.5610567
999000,Gdańsk,Długie ogrody,21210,47.1,2,5,54.3505768,18.6615653
969999,Gdańsk,Wrzeszcz,13837,70.1,3,3,54.3823293,18.5980892
309000,Gdynia,Chylonia,7725,40.0,3,2,54.5457503,18.4636617
899900,Gdańsk,Śródmieście,14352,62.7,3,9,54.3487517,18.6471706
519000,Gdańsk,Chełm,11043,47.0,2,3,54.3417922,18.6278463
499000,Gdańsk,Żabianka,15593,32.0,1,4,54.4208948,18.5826737
519000,Gdańsk,Długie ogrody,9436,55.0,2,0,54.3483443,18.6698787
370000,Gdańsk,Siedlce,11935,31.0,2,4,54.3493986,18.6355331
489000,Gdańsk,Wrzeszcz,12506,39.1,2,3,54.3805962,18.5997693
644000,Gdańsk,Orunia,10062,64.0,3,8,54.3210467,18.6360201
529900,Gdańsk,Brzeźno,12617,42.0,2,3,54.4013235,18.633564406011097
669000,Gdańsk,Chełm,10619,63.0,2,3,54.3320361,18.6290213
359000,Gdańsk,Łostowice,10039,35.76,2,3,54.3143954,18.5946641
599999,Gdańsk,Wrzeszcz,12500,48.0,3,2,54.382458,18.6127532
878000,Gdańsk,Brzeźno,15485,56.7,3,1,54.4013235,18.633564406011097
499000,Gdynia,Obłuże,10395,48.0,3,3,54.5531148,18.5175055
1439999,Sopot,Dolny Sopot,19329,74.5,2,1,54.4442176,18.5630792
1029999,Gdańsk,Zaspa,13205,78.0,4,1,54.394244,18.5874811
419000,Gdańsk,Łostowice,10713,39.11,6,6,54.3143954,18.5946641
1332000,Gdańsk,Wrzeszcz,18500,72.0,2,2,54.3833813,18.6127526
1480000,Gdynia,Dąbrowa,11709,126.4,2,3,54.4743403,18.4564295
485000,Gdynia,Leszczynki,13179,36.8,3,1,54.526253,18.4890897
465000,Gdańsk,Przymorze,9894,47.0,5,3,54.4016383,18.5772394
699000,Gdańsk,Oliwa,9357,74.7,3,0,54.3987057,18.5688676
1190000,Gdańsk,Wrzeszcz,9370,127.0,3,0,54.378644,18.6118977
749000,Gdynia,Wiczlino,10549,71.0,2,1,54.4866168,18.4280547
429000,Gdynia,Pustki Cisowskie,5168,83.01,1,1,54.5326185,18.449443
375000,Gdynia,Witomino,10623,35.3,4,1,54.4983852,18.5142701
360000,Gdynia,Śródmieście,14400,25.0,3,1,54.5197073,18.5391734
2700000,Sopot,Dolny Sopot,32104,84.1,6,2,54.4412515,18.5729606
1249000,Gdańsk,Przymorze,19215,65.0,3,2,54.4034704,18.5910556
2100000,Gdańsk,Długie ogrody,21000,100.0,3,3,54.3505768,18.6615653
1100000,Gdańsk,Brzeźno,11340,97.0,3,4,54.4074404,18.6299644
790000,Gdańsk,Suchanino,10895,72.51,3,3,54.3540595,18.6019997
599000,Gdańsk,Brzeźno,10508,57.0,2,2,54.4034316,18.6371331
1676000,Gdynia,Orłowo,29929,56.0,5,0,54.4633744,18.550913
517000,Gdańsk,Brzeźno,13256,39.0,3,10,54.4034316,18.6371331
759000,Gdańsk,Jasień,5794,131.0,3,5,54.3400353,18.563022
1020000,Gdynia,Mały Kack,17000,60.0,3,3,54.4701816,18.51887
610000,Gdańsk,Osowa,10000,61.0,2,4,54.4187891,18.4844695
415000,Gdańsk,Przymorze,10921,38.0,2,0,54.4034704,18.5910556
419999,Gdańsk,Siedlce,12000,35.0,5,1,54.3511063,18.6352725
480000,Gdańsk,Osowa,11707,41.0,2,1,54.4232879,18.4739086
818900,Gdańsk,Jasień,7799,105.0,3,0,54.3400353,18.563022
620000,Gdańsk,Wrzeszcz,11923,52.0,3,4,54.3838085,18.6062972
569000,Gdańsk,Osowa,12106,47.0,2,3,54.4232879,18.4739086
689000,Gdańsk,Osowa,10439,66.0,3,3,54.422758,18.4799824
449000,Gdańsk,Suchanino,10690,42.0,3,0,54.3520987,18.6015351
669000,Gdańsk,Ujeścisko,10967,61.0,3,7,54.32899,18.5835346
1180000,Gdańsk,Zaspa,18137,65.06,2,6,54.3985696,18.6161776
565000,Gdańsk,Oliwa,10463,54.0,3,2,54.4233923,18.5640508
819900,Gdańsk,Śródmieście,19998,41.0,1,9,54.3521336,18.6493113
359000,Gdańsk,Przymorze,11967,30.0,2,0,54.4087838,18.5891854
860000,Gdańsk,Stare Przedmieście,19111,45.0,2,0,54.345155,18.6458535
469000,Gdańsk,Orunia,10598,44.25,3,0,54.3228794,18.6375796
649000,Gdańsk,Łostowice,9687,67.0,3,5,54.3143954,18.5946641
409000,Gdańsk,Chełm,11686,35.0,2,5,54.3403608,18.6186983
498999,Gdańsk,Karczemki,7561,66.0,2,3,54.3556006,18.5121689
619454,Gdańsk,Wrzeszcz,11913,52.0,3,9,54.3805962,18.5997693
529000,Gdańsk,Siedlce,10173,52.0,4,0,54.3521653,18.61442
2300000,Gdańsk,Długie ogrody,27381,84.0,4,1,54.3494168,18.6602316
571000,Gdańsk,Niedźwiednik,9210,62.0,4,2,54.3737649,18.5643553
780000,Gdańsk,Zaspa,12580,62.0,3,0,54.392617,18.6054708
798000,Gdańsk,Chełm,9626,82.9,4,5,54.3384804,18.6059547
579000,Sopot,Kamienny Potok,12478,46.4,2,8,54.4550588,18.5516535
950000,Gdańsk,Letnica,13899,68.35,3,3,54.3986679,18.646464
480000,Gdańsk,Oliwa,15483,31.0,2,3,54.4136101,18.555874
649000,Gdańsk,Suchanino,11564,56.12,6,4,54.3526634,18.6090133
589000,Gdynia,Wiczlino,13478,43.7,2,0,54.5017614,18.4273379
1199000,Sopot,Dolny Sopot,20050,59.8,2,1,54.4425272,18.5708782
978375,Gdańsk,Dolne miasto,12500,78.27,3,5,54.342615,18.6621761
813000,Gdynia,Śródmieście,13981,58.15,2,0,54.5197073,18.5391734
779000,Gdańsk,Jasień,7948,98.0,3,1,54.3536518,18.5500839
395000,Gdynia,Witomino,10676,37.0,2,1,54.4983852,18.5142701
455000,Gdynia,Cisowa,7685,59.2,2,5,54.5492188,18.4445379
750000,Gdańsk,Aniołki,12500,60.0,4,1,54.3644862,18.6318543
861000,Gdańsk,Długie ogrody,21000,41.0,2,2,54.3505768,18.6615653
2300000,Gdańsk,Długie ogrody,19167,120.0,3,1,54.3505768,18.6615653
850000,Gdańsk,Śródmieście,17000,50.0,3,2,54.3553324,18.6551398
780000,Gdynia,Oksywie,11747,66.4,3,3,54.5527074,18.541795
545000,Gdynia,Cisowa,9083,60.0,2,8,54.5492188,18.4445379
1099000,Gdańsk,Siedlce,17916,61.34,2,1,54.3532463,18.6341863
539000,Gdynia,Dąbrowa,10365,52.0,4,0,54.4717265,18.4719171
349000,Gdańsk,Kokoszki,8227,42.42,2,3,54.3543481,18.4942662
406000,Gdynia,Oksywie,10928,37.15,2,17,54.54569245,18.522105049999997
630000,Gdańsk,Kiełpinek,11209,56.2,5,1,54.35432915,18.526139757269405
499000,Gdańsk,Oliwa,14676,34.0,2,1,54.3987057,18.5688676
1020000,Gdynia,Oksywie,11086,92.0,3,2,54.5458913,18.5362053
565000,Gdynia,Grabówek,11770,48.0,3,4,54.525062,18.5083239
1340000,Sopot,Dolny Sopot,24144,55.5,3,3,54.4489703,18.5564819
834000,Gdańsk,Długie ogrody,12636,66.0,4,1,54.3487555,18.6698573
2800000,Gdańsk,Śródmieście,28000,100.0,1,0,54.3456228,18.6558958
2900000,Sopot,Wyścigi / Karlikowo,27540,105.3,3,3,54.4336039,18.5685252
289000,Gdańsk,Stogi,11073,26.1,2,1,54.3606465,18.7087672
625000,Gdańsk,Morena,9987,62.58,5,2,54.3680995,18.59012245607376
399000,Gdynia,Obłuże,8296,48.09,2,2,54.5531148,18.5175055
1122000,Gdynia,Oksywie,12255,91.55,3,3,54.5488509,18.5302022
470000,Gdynia,Oksywie,12466,37.7,2,4,54.54569245,18.522105049999997
830000,Gdynia,Karwiny,11850,70.04,2,4,54.4741919,18.4829109
680000,Gdańsk,Brzeźno,12789,53.17,2,2,54.4076153,18.6337123
620000,Gdynia,Śródmieście,12916,48.0,2,2,54.517772,18.5377329
520000,Gdańsk,Chełm,10699,48.6,3,9,54.3297399,18.599088651540008
699000,Gdańsk,Zaspa,15533,45.0,3,15,54.3931493,18.602365949820268
355800,Gdynia,Cisowa,6242,57.0,2,0,54.5458125,18.4544734
1568516,Gdańsk,Oliwa,24131,65.0,3,1,54.41009455,18.555430845698723
1799000,Gdańsk,Letnica,18937,95.0,3,1,54.3904967,18.6474929
829000,Gdańsk,Oliwa,9988,83.0,1,2,54.39640495,18.57400997579134
359000,Gdańsk,Jasień,12286,29.22,2,4,54.3272503,18.5595174
729000,Gdańsk,Dolne miasto,14294,51.0,3,0,54.3412841,18.6579963
450000,Gdańsk,Osowa,12658,35.55,2,3,54.4206053,18.466155
1390000,Gdańsk,Wrzeszcz,15016,92.57,2,2,54.382458,18.6127532
1470000,Gdynia,Orłowo,29108,50.5,2,3,54.4633744,18.550913
450000,Gdańsk,Jasień,10090,44.6,2,2,54.3358541,18.5570297
359000,Gdańsk,Jasień,12286,29.22,2,9,54.3272503,18.5595174
485000,Gdynia,Działki Leśne,11279,43.0,3,3,54.5180631,18.5203267
440000,Gdańsk,Karczemki,9778,45.0,2,2,54.3551274,18.5082103
700000,Gdańsk,Jasień,8599,81.4,1,0,54.3316163,18.5487117
410000,Gdynia,Chylonia,9318,44.0,2,12,54.5403996,18.4610402
684000,Gdańsk,Młode miasto,23586,29.0,1,2,54.3588463,18.6536521
829900,Gdańsk,Śródmieście,18861,44.0,3,1,54.3584458,18.6514304
229000,Gdynia,Chylonia,13470,17.0,3,5,54.5375896,18.476903
460000,Gdańsk,Orunia,10222,45.0,2,8,54.3268235,18.630472
1099000,Gdynia,Mały Kack,10881,101.0,2,0,54.4658973,18.5116525
499000,Gdańsk,Wrzeszcz,11537,43.25,2,1,54.3854213,18.6221429
459000,Gdańsk,Przymorze,9089,50.5,3,3,54.4043074,18.576655
599000,Gdańsk,Ujeścisko,14837,40.37,3,8,54.33725465,18.58593960048068
539000,Gdynia,Pogórze,8084,66.67,3,1,54.5579593,18.4816952
829000,Gdańsk,Morena,12373,67.0,3,1,54.35006175,18.59514923167543
389000,Gdynia,Cisowa,6946,56.0,5,3,54.5439984,18.452518
495000,Gdynia,Karwiny,8250,60.0,3,7,54.4714887,18.5042026
1199000,Gdynia,Karwiny,16652,72.0,3,4,54.4741919,18.4829109
679900,Gdańsk,Przymorze,13075,52.0,3,4,54.4016383,18.5772394
670000,Gdynia,Grabówek,12967,51.67,2,0,54.5285411,18.5057323
2800000,Gdańsk,Śródmieście,30004,93.32,3,1,54.3558637,18.661659
2990000,Gdynia,Śródmieście,34257,87.28,4,4,54.5196449,18.5366076
