Cena,Miasto,Dzielnica,Cena za m2,M2,Pokoje,Pietro,Szerokosc,Dlugosc
1200000,Gdańsk,Wrzeszcz,21918,54.75,4,2,54.3805962,18.5997693
980000,Gdańsk,Wrzeszcz,10998,89.1,2,3,54.3817696,18.6055111
1060290,Gdańsk,Wrzeszcz,11900,89.1,3,1,54.3817696,18.6055111
789000,Gdynia,Kamienna Góra,15000,52.6,4,4,54.5086709,18.544094705890046
539500,Gdynia,Dąbrowa,8276,65.19,5,1,54.4746948,18.4580285
2300000,Sopot,Dolny Sopot,23680,97.13,2,0,54.4402888,18.5686813
476000,Gdynia,Grabówek,6611,72.0,1,0,54.52747685,18.507333715304835
349000,Gdynia,Obłuże,7255,48.1,3,2,54.5612744,18.5093776
290000,Gdańsk,Dolne miasto,12775,22.7,3,3,54.3428295,18.6640671
539000,Gdańsk,Siedlce,9773,55.15,2,1,54.3537588,18.6214977
595000,Gdynia,Karwiny,9916,60.0,2,1,54.4698104,18.5070831
915180,Gdynia,Działki Leśne,21000,43.58,2,0,54.5168383,18.5246446
980490,Gdynia,Działki Leśne,21000,46.69,1,0,54.5168383,18.5246446
824040,Gdynia,Działki Leśne,21000,39.24,2,7,54.5168383,18.5246446
499000,Gdańsk,Orunia Górna,12658,39.42,3,1,54.2967675,18.6221246
679000,Gdynia,Działki Leśne,11450,59.3,5,2,54.518284,18.51827784684133
799000,Gdańsk,Osowa,8591,93.0,3,1,54.4222198,18.4526329
1900000,Gdańsk,Oliwa,12262,154.94,3,0,54.4095215,18.5693828
375000,Gdynia,Witomino,7211,52.0,2,0,54.500850850000006,18.504925556290825
629000,Gdańsk,Zaspa,13104,48.0,4,0,54.3917601,18.6148445
460000,Gdańsk,Ujeścisko,11966,38.44,2,1,54.3392888,18.5860803
1436000,Gdańsk,Wrzeszcz,18994,75.6,2,1,54.3838085,18.6062972
450000,Gdańsk,Jasień,10089,44.6,4,4,54.3358541,18.5570297
4760000,Gdynia,Orłowo,42135,112.97,2,1,54.484146,18.5502512
539500,Gdynia,Dąbrowa,8276,65.19,2,1,54.4746948,18.4580285
560000,Gdańsk,Nowy Port,8994,62.26,3,1,54.4040068,18.6659341
669000,Gdańsk,Jasień,12194,54.86,3,1,54.3495717,18.5529213
419000,Gdańsk,Przeróbka,9744,43.0,1,2,54.3563053,18.6825147
545000,Gdynia,Redłowo,9692,56.23,3,2,54.4939715,18.5482429
359000,Gdynia,Działki Leśne,11243,31.93,3,3,54.5140467,18.520312681018645
599000,Gdańsk,Chełm,11812,50.71,2,3,54.3380865,18.6109315
480000,Gdańsk,Jasień,9163,52.38,3,1,54.3272503,18.5595174
475000,Gdańsk,Siedlce,13970,34.0,4,3,54.3500247,18.6180712
2208900,Sopot,Wyścigi / Karlikowo,19900,111.0,2,1,54.4346056,18.5782273
1500000,Gdynia,Wielki Kack,12500,120.0,3,3,54.4576663,18.4843761
949000,Gdańsk,Śródmieście,16649,57.0,3,0,54.3514191,18.6492273
589000,Gdańsk,Orunia Górna,10556,55.8,2,2,54.3266167,18.6191145
668000,Gdynia,Dąbrowa,8966,74.5,2,0,54.4715348,18.4694115
319000,Gdańsk,Orunia,7471,42.7,3,1,54.3228794,18.6375796
649000,Gdynia,Wielki Kack,9985,65.0,2,3,54.4690608,18.4866248
675000,Gdynia,Orłowo,19970,33.8,2,1,54.4633744,18.550913
450000,Gdańsk,Jasień,9868,45.6,4,2,54.3536518,18.5500839
450000,Gdańsk,Jasień,10089,44.6,4,8,54.3358541,18.5570297
620000,Sopot,Brodwino,9253,67.0,4,0,54.4566205,18.5334087
829000,Gdynia,Orłowo,11077,74.84,3,1,54.4836374,18.5389242
1100000,Gdynia,Wielki Kack,8333,132.0,4,0,54.4646878,18.481733
665000,Gdynia,Wielki Kack,6650,100.0,2,7,54.4686412,18.490985
699000,Gdynia,Oksywie,9058,77.17,2,2,54.5486365,18.5428752
390000,Gdańsk,Łostowice,12264,31.8,2,1,54.31051,18.5888248
489900,Gdańsk,Zaspa,10163,48.2,3,1,54.39476,18.6171429
599000,Gdańsk,Wrzeszcz,9693,61.8,3,2,54.3832503,18.6184043
699000,Gdańsk,Zakoniczyn,10219,68.4,3,4,54.318336,18.5676373
499000,Gdynia,Grabówek,6828,73.08,3,1,54.5285411,18.5057323
579000,Gdańsk,Jasień,9309,62.2,3,1,54.3425831,18.5638165
1200000,Gdańsk,Aniołki,10000,120.0,2,2,54.3554068,18.6328861
649900,Gdańsk,Niedźwiednik,8665,75.0,3,1,54.3737649,18.5643553
950000,Gdynia,Śródmieście,23058,41.2,3,8,54.5234855,18.5445976
770000,Gdańsk,Chełm,12145,63.4,2,0,54.34159275,18.61486219135065
659000,Gdynia,Cisowa,10682,61.69,3,0,54.5489949,18.4457365
495000,Gdynia,Pogórze,10355,47.8,3,2,54.5597264,18.4864328
629000,Gdańsk,Siedlce,11353,55.4,3,7,54.3511063,18.6352725
1853960,Gdańsk,Oliwa,25466,72.8,2,0,54.41009455,18.555430845698723
799000,Gdynia,Kamienna Góra,13876,57.58,5,7,54.510341,18.5444336
829000,Gdańsk,Przymorze,18422,45.0,3,2,54.4034704,18.5910556
759000,Gdańsk,Wrzeszcz,9487,80.0,2,0,54.3871217,18.6107054
350000,Gdańsk,Śródmieście,6457,54.2,2,3,54.3541529,18.6413383
2799000,Gdynia,Śródmieście,37028,75.59,4,1,54.5196449,18.5366076
585000,Gdynia,Dąbrowa,8973,65.19,2,1,54.4698964,18.4668049
5789000,Gdynia,Śródmieście,35543,162.87,3,6,54.5196449,18.5366076
599000,Gdynia,Wiczlino,13930,43.0,4,1,54.5017614,18.4273379
2072466,Gdańsk,Oliwa,23078,89.8,3,1,54.41009455,18.555430845698723
2584764,Gdańsk,Oliwa,20562,125.7,2,0,54.41009455,18.555430845698723
555000,Gdynia,Pogórze,8980,61.8,2,4,54.5593172,18.4945952
1099000,Gdynia,Śródmieście,17131,64.15,2,1,54.5234855,18.5445976
375000,Gdańsk,Przymorze,9868,38.0,3,1,54.4091767,18.5832127
676000,Gdańsk,Kokoszki,7623,88.67,2,3,54.362102,18.487054
670000,Gdańsk,Żabianka,10634,63.0,2,3,54.4179618,18.5777267
359500,Gdańsk,Łostowice,10084,35.65,3,1,54.31911,18.5918006
539000,Gdańsk,Łostowice,13292,40.55,2,0,54.3143954,18.5946641
647000,Gdańsk,Zaspa,13423,48.2,2,2,54.3917601,18.6148445
577000,Gdańsk,Przymorze,13418,43.0,4,0,54.4016383,18.5772394
589000,Gdańsk,Przymorze,13509,43.6,4,0,54.4158038,18.5869742
699000,Gdańsk,Żabianka,10922,64.0,4,1,54.4237482,18.5734388
889000,Gdańsk,Długie ogrody,15596,57.0,3,2,54.3490788,18.6663406
695000,Gdańsk,Siedlce,13627,51.0,3,3,54.3511063,18.6352725
620000,Gdańsk,Wrzeszcz,11923,52.0,3,2,54.3838085,18.6062972
787000,Gdynia,Wiczlino,10606,74.2,2,3,54.4968102,18.4383977
439000,Gdynia,Witomino,12436,35.3,3,2,54.5013275,18.5147885
549000,Gdańsk,Kiełpinek,11158,49.2,2,2,54.3528312,18.5303177
1750000,Gdańsk,Dolne miasto,22068,79.3,2,0,54.3401141,18.6541909
415000,Gdynia,Działki Leśne,10000,41.5,2,2,54.5180631,18.5203267
690000,Gdańsk,Zaspa,13939,49.5,2,3,54.3885698,18.6030886
1399000,Gdynia,Kamienna Góra,25907,54.0,4,2,54.5113748,18.5449222
424000,Gdańsk,Przymorze,14133,30.0,3,3,54.4034704,18.5910556
3399000,Gdynia,Kamienna Góra,27192,125.0,5,7,54.5113748,18.5449222
599000,Gdańsk,Oliwa,11519,52.0,2,0,54.4133362,18.5549714
1049000,Gdańsk,Wrzeszcz,10725,97.8,2,2,54.382458,18.6127532
490000,Gdynia,Babie Doły,10724,45.69,6,3,54.5779338,18.539331
640000,Gdańsk,Przymorze,11636,55.0,4,1,54.4016383,18.5772394
1478000,Gdańsk,Siedlce,10000,147.8,2,1,54.3475924,18.626834
995000,Gdańsk,Morena,13305,74.78,3,6,54.3487874,18.5881784
479000,Gdynia,Witomino,11798,40.6,3,3,54.4980971,18.509797
895000,Gdynia,Działki Leśne,16886,53.0,3,2,54.5118581,18.5252387
579000,Gdańsk,Zakoniczyn,10321,56.1,3,2,54.318336,18.5676373
1930000,Gdynia,Śródmieście,24430,79.0,2,14,54.5207059,18.54037
699000,Gdańsk,Śródmieście,12594,55.5,3,2,54.3522919,18.6475883
2399000,Gdynia,Kamienna Góra,33789,71.0,2,0,54.5113748,18.5449222
320000,Gdynia,Oksywie,7529,42.5,4,0,54.5489093,18.5476574
690000,Gdańsk,Zaspa,13939,49.5,4,11,54.3882207,18.6021026
1150000,Gdynia,Dąbrowa,12777,90.0,2,2,54.4595175,18.4524723
749000,Gdańsk,Przymorze,12003,62.4,3,2,54.4043074,18.576655
574999,Gdańsk,Przymorze,12778,45.0,1,1,54.4059819,18.6039015
1320000,Gdynia,Redłowo,8198,161.0,3,1,54.4937385,18.5431393
539000,Gdańsk,Oliwa,17672,30.5,3,2,54.4096133,18.5621914
640000,Gdynia,Chwarzno,10491,61.0,3,3,54.4970999,18.43087112427745
1050000,Gdynia,Śródmieście,17101,61.4,3,2,54.5196977,18.5374641
599000,Gdańsk,Osowa,8870,67.53,7,1,54.4239674,18.4828779
489000,Gdańsk,Osowa,8732,56.0,3,2,54.4239674,18.4828779
1819000,Gdańsk,Oliwa,10766,168.95,3,3,54.3987057,18.5688676
458000,Gdynia,Grabówek,11170,41.0,2,1,54.5300856,18.5020232
610000,Gdańsk,Osowa,9919,61.5,3,1,54.4187891,18.4844695
310000,Gdynia,Witomino,10264,30.2,2,0,54.4925803,18.5084225
918000,Gdynia,Mały Kack,11448,80.19,2,3,54.4789805,18.5213848
499000,Gdynia,Pogórze,11824,42.2,2,3,54.557956450000006,18.481311262201157
820000,Gdańsk,Śródmieście,21750,37.7,2,1,54.3495984,18.6554772
573000,Gdynia,Mały Kack,12070,47.47,3,0,54.4736509,18.5070401
498000,Gdynia,Śródmieście,12450,40.0,3,0,54.5197073,18.5391734
1480000,Sopot,Wyścigi / Karlikowo,20000,74.0,3,2,54.4270263,18.57083484115317
579000,Gdańsk,Zakoniczyn,10414,55.6,2,2,54.318336,18.5676373
600000,Gdańsk,Przymorze,11111,54.0,3,0,54.4091767,18.5832127
498000,Gdańsk,Chełm,10396,47.9,2,3,54.3380865,18.6109315
925000,Gdańsk,Siedlce,13214,70.0,2,0,54.3521653,18.61442
395000,Gdynia,Grabówek,9338,42.3,2,3,54.5226208,18.5161524
870000,Gdańsk,Śródmieście,20863,41.7,2,2,54.3445039,18.6632833
569000,Gdańsk,Przymorze,11380,50.0,2,5,54.4085855,18.5886131
495000,Gdańsk,Żabianka,15468,32.0,2,1,54.4226057,18.584722
899000,Gdańsk,Wrzeszcz,18052,49.8,3,3,54.3843027,18.5900734
489000,Gdańsk,Jasień,11926,41.0,3,3,54.34437,18.533751
775142,Gdańsk,Wrzeszcz,13369,57.98,1,6,54.3817696,18.6055111
790000,Gdańsk,Zaspa,12539,63.0,1,0,54.3897726,18.591526
349000,Gdańsk,Kowale,10264,34.0,3,2,54.3043859,18.5685833
385000,Gdańsk,Chełm,11127,34.6,3,0,54.3384804,18.6059547
665000,Gdynia,Chwarzno,11083,60.0,2,2,54.4990683,18.4619058
1149000,Gdynia,Chwarzno,12095,95.0,4,3,54.5008511,18.4367993
499000,Gdańsk,Chełm,10418,47.9,3,0,54.3380865,18.6109315
659000,Gdańsk,Niedźwiednik,9414,70.0,3,3,54.3737649,18.5643553
1199000,Gdańsk,Wrzeszcz,13161,91.1,4,4,54.3756492,18.6112692
390000,Gdynia,Chylonia,6830,57.1,2,6,54.538293,18.4576502
1599000,Gdańsk,Oliwa,14150,113.0,4,4,54.4130584,18.5553137
426000,Gdańsk,Stogi,12348,34.5,2,9,54.3600113,18.7126565
879000,Gdańsk,Łostowice,9452,93.0,4,2,54.31051,18.5888248
689000,Gdynia,Redłowo,14229,48.42,1,0,54.4915242,18.5383657
499000,Gdynia,Pogórze,7128,70.0,3,8,54.5593172,18.4945952
469000,Gdańsk,Stogi,8527,55.0,2,1,54.3588553,18.7078066
385000,Gdynia,Cisowa,8424,45.7,3,8,54.5439984,18.452518
469000,Gdańsk,Stogi,8527,55.0,3,2,54.3588553,18.7078066
599000,Gdańsk,Wrzeszcz,10345,57.9,3,0,54.3965758,18.6178476
1055000,Gdańsk,Przymorze,16562,63.7,2,6,54.4059819,18.6039015
679000,Gdańsk,Śródmieście,11131,61.0,1,2,54.3605654,18.6452802
950000,Gdańsk,Jelitkowo,31666,30.0,3,1,54.4217032,18.6019497
580000,Gdynia,Śródmieście,11600,50.0,2,1,54.5197073,18.5391734
460000,Gdańsk,Przymorze,10222,45.0,3,1,54.4087838,18.5891854
445000,Gdynia,Witomino,10960,40.6,2,1,54.4980971,18.509797
655000,Gdynia,Redłowo,12358,53.0,4,1,54.4939715,18.5482429
460000,Gdańsk,Przymorze,10222,45.0,3,3,54.4087838,18.5891854
1627000,Gdynia,Mały Kack,18535,87.78,2,9,54.4693261,18.5190236
1830000,Sopot,Dolny Sopot,22181,82.5,2,0,54.447491,18.563879
1290000,Sopot,Wyścigi / Karlikowo,23243,55.5,2,3,54.43014265,18.574573673001684
450000,Gdynia,Dąbrowa,10199,44.12,2,5,54.4692141,18.46951640706719
505000,Gdańsk,Chełm,9456,53.4,2,6,54.33845,18.625046539206828
608000,Gdańsk,Śródmieście,16004,37.99,2,0,54.3524023,18.6492245
395000,Gdańsk,Przymorze,10394,38.0,5,3,54.4087838,18.5891854
539500,Gdynia,Dąbrowa,8276,65.19,1,7,54.4698964,18.4668049
459000,Gdańsk,Wrzeszcz,11195,41.0,3,4,54.3766522,18.6075306
485000,Gdynia,Chylonia,9134,53.1,5,0,54.5422938,18.4620586
579000,Gdańsk,Zakoniczyn,10321,56.1,2,0,54.318336,18.5676373
940000,Gdynia,Dąbrowa,4700,200.0,2,3,54.4746948,18.4580285
415000,Gdańsk,Przymorze,10921,38.0,5,0,54.4016383,18.5772394
942000,Gdynia,Mały Kack,21963,42.89,3,1,54.4658973,18.5116525
3055400,Gdynia,Mały Kack,20840,146.61,4,0,54.4658973,18.5116525
1662900,Gdynia,Mały Kack,18901,87.98,3,1,54.4658973,18.5116525
1996300,Gdynia,Mały Kack,19965,99.99,2,0,54.4658973,18.5116525
1236700,Gdańsk,Śródmieście,14900,83.0,4,0,54.3530322,18.6526372
899000,Gdańsk,Wrzeszcz,18052,49.8,3,2,54.3843027,18.5900734
1627000,Gdynia,Mały Kack,18488,88.0,3,8,54.4693261,18.5190236
579000,Gdańsk,Zakoniczyn,10321,56.1,5,6,54.318336,18.5676373
1350000,Sopot,Dolny Sopot,23303,57.93,4,2,54.4429147,18.5626164
2965000,Gdynia,Orłowo,19766,150.0,1,3,54.484146,18.5502512
1399000,Sopot,Kamienny Potok,15043,93.0,4,2,54.457293,18.5478816
399000,Gdańsk,Wrzeszcz,15188,26.27,1,4,54.3817696,18.6055111
798000,Gdynia,Mały Kack,12122,65.83,3,1,54.4724642,18.508711
399000,Gdańsk,Suchanino,12895,30.94,3,0,54.3525437,18.6071676
2550000,Gdańsk,Śródmieście,25500,100.0,5,2,54.3456228,18.6558958
1149000,Gdańsk,Strzyża,17065,67.33,2,4,54.3870534,18.5881896
775000,Gdańsk,Wrzeszcz,18953,40.89,3,2,54.3826712,18.6152578
990000,Gdańsk,Brzeźno,21313,46.45,4,2,54.4039424,18.6304706
545000,Gdańsk,Jasień,9909,55.0,3,4,54.3351778,18.5369855
789000,Gdynia,Wiczlino,10662,74.0,4,0,54.4859652,18.425881693219488
715000,Gdańsk,Przymorze,13240,54.0,2,1,54.4158038,18.5869742
475000,Gdańsk,Łostowice,6949,68.35,2,3,54.31911,18.5918006
465000,Gdańsk,Żabianka,13285,35.0,2,3,54.4245047,18.5775911
529000,Gdynia,Chwarzno,9618,55.0,2,1,54.500733,18.4428336
520000,Gdańsk,Chełm,11063,47.0,3,4,54.33111,18.597999228747923
599000,Gdańsk,Łostowice,11519,52.0,2,0,54.3143954,18.5946641
444000,Gdynia,Witomino,7789,57.0,3,4,54.4985965,18.5074947
1140000,Gdańsk,Brzeźno,24076,47.35,3,1,54.4064607,18.6279679
366000,Gdańsk,Wrzeszcz,8986,40.73,3,2,54.3766522,18.6075306
720000,Gdańsk,Łostowice,9230,78.0,3,1,54.31051,18.5888248
947000,Gdynia,Chwarzno,16051,59.0,3,0,54.5008511,18.4367993
755000,Gdynia,Obłuże,8861,85.2,2,1,54.5531148,18.5175055
666000,Gdańsk,Przymorze,13320,50.0,5,1,54.4066572,18.5836606
1920000,Gdynia,Śródmieście,12229,157.0,3,7,54.5162368,18.5398165
1480000,Gdynia,Dąbrowa,10239,144.55,3,0,54.4743403,18.4564295
656000,Gdańsk,Zakoniczyn,11693,56.1,3,0,54.318336,18.5676373
555000,Gdańsk,Jasień,11783,47.1,2,2,54.3293795,18.5661739
599000,Gdańsk,Żabianka,10696,56.0,3,2,54.4179618,18.5777267
760000,Sopot,Dolny Sopot,14126,53.8,3,5,54.4442176,18.5630792
459000,Gdynia,Obłuże,7650,60.0,1,7,54.5613039,18.5097215
579000,Gdańsk,Wrzeszcz,10722,54.0,2,3,54.3868284,18.6246449
399000,Gdańsk,Przymorze,14777,27.0,2,4,54.412261,18.5878398
359000,Gdańsk,Jasień,11758,30.53,2,1,54.3272503,18.5595174
499999,Gdynia,Grabówek,10870,46.0,2,4,54.5278981,18.4937821
395000,Gdańsk,Przymorze,10395,38.0,3,3,54.4158038,18.5869742
1100000,Gdańsk,Wrzeszcz,16923,65.0,3,10,54.3945614,18.6183213
363000,Gdańsk,Stogi,8582,42.3,2,3,54.3600113,18.7126565
560000,Gdańsk,Łostowice,13381,41.85,1,1,54.31051,18.5888248
869000,Gdańsk,Brzeźno,11141,78.0,1,2,54.4013235,18.633564406011097
595000,Gdańsk,Młode miasto,20053,29.67,3,3,54.3588463,18.6536521
439000,Gdańsk,Wrzeszcz,13303,33.0,2,0,54.3768155,18.5822762
1100000,Gdańsk,Letnica,18965,58.0,3,2,54.38991925,18.64148703509949
489000,Gdańsk,Wrzeszcz,10964,44.6,3,3,54.3805962,18.5997693
647000,Gdańsk,Zaspa,13423,48.2,2,2,54.3917601,18.6148445
619000,Gdańsk,Wrzeszcz,11254,55.0,2,1,54.3873711,18.6109253
330000,Gdynia,Chylonia,8918,37.0,3,7,54.5403996,18.4610402
519000,Gdańsk,Brzeźno,13307,39.0,2,6,54.404967,18.6431622
555000,Gdańsk,Jasień,9568,58.0,3,3,54.3349283,18.559323
499000,Gdańsk,Chełm,7871,63.4,2,1,54.3382684,18.6062619
533000,Gdańsk,Wrzeszcz,10741,49.62,3,10,54.3833813,18.6127526
466000,Gdańsk,Łostowice,9486,49.12,2,1,54.31911,18.5918006
427000,Gdańsk,Nowy Port,9302,45.9,3,1,54.4040068,18.6659341
1250000,Gdańsk,Wrzeszcz,20723,60.32,3,1,54.3762024,18.6071687
799000,Gdańsk,Wrzeszcz,10355,77.16,3,0,54.3817696,18.6055111
479000,Gdynia,Karwiny,8118,59.0,5,3,54.4722746,18.4948404
385000,Gdańsk,Orunia,8555,45.0,3,0,54.3288913,18.6317189
1100000,Gdynia,Oksywie,12015,91.55,2,7,54.5488509,18.5302022
480000,Gdynia,Pustki Cisowskie,8000,60.0,2,0,54.5352004,18.44932117203637
429000,Gdańsk,Łostowice,11939,35.93,2,0,54.31051,18.5888248
350000,Gdynia,Grabówek,9459,37.0,2,2,54.5285411,18.5057323
509500,Gdańsk,Jasień,14255,35.74,2,1,54.3316163,18.5487117
530000,Gdańsk,Żabianka,12619,42.0,1,3,54.4231403,18.5737716
504500,Gdańsk,Jasień,14052,35.9,2,0,54.3316163,18.5487117
275000,Gdynia,Leszczynki,9076,30.3,2,10,54.5315281,18.4881398
640000,Gdańsk,Chełm,12800,50.0,5,2,54.3379535,18.6228929
495000,Gdynia,Grabówek,9706,51.0,3,9,54.5227425,18.504445236882688
1104000,Gdynia,Oksywie,12000,92.0,3,0,54.5488509,18.5302022
1450000,Gdańsk,Śródmieście,27884,52.0,3,0,54.3558637,18.661659
850000,Gdynia,Wiczlino,12156,69.92,3,6,54.4948708,18.4405821
669000,Sopot,Kamienny Potok,12598,53.1,2,0,54.4541519,18.5520781
952000,Sopot,Kamienny Potok,14000,68.0,1,0,54.4617366,18.5537795
560000,Gdańsk,Wrzeszcz,11200,50.0,2,2,54.3797693,18.6167946
370000,Gdańsk,Siedlce,11935,31.0,2,0,54.3493986,18.6355331
629000,Gdynia,Działki Leśne,12096,52.0,4,20,54.5154303,18.5302846
439000,Gdynia,Chylonia,9340,47.0,2,1,54.5457503,18.4636617
2490000,Gdańsk,Stare Przedmieście,24292,102.5,3,0,54.3428414,18.6526102
419000,Gdynia,Chylonia,10219,41.0,1,1,54.5457503,18.4636617
589000,Gdynia,Redłowo,12588,46.79,3,0,54.4915242,18.5383657
569000,Gdańsk,Jasień,9147,62.2,3,2,54.3238638,18.5586781
5400000,Gdynia,Śródmieście,44444,121.5,2,2,54.5220498,18.5466439
999000,Gdańsk,Śródmieście,15592,64.07,2,9,54.3487517,18.6471706
679000,Gdańsk,Chełm,13580,50.0,2,3,54.3379535,18.6228929
539000,Gdańsk,Łostowice,13292,40.55,3,2,54.3143954,18.5946641
440000,Gdańsk,Karczemki,9778,45.0,4,2,54.3551274,18.5082103
529000,Gdańsk,Chełm,8344,63.4,2,5,54.3382684,18.6062619
959000,Gdańsk,Oliwa,13010,73.71,3,0,54.4130584,18.5553137
399000,Gdynia,Oksywie,12468,32.0,3,2,54.54569245,18.522105049999997
697000,Gdańsk,Śródmieście,20500,34.0,4,4,54.351433,18.65056858522889
850000,Gdańsk,Młode miasto,19318,44.0,3,4,54.3588463,18.6536521
880000,Gdańsk,Jasień,11891,74.0,3,0,54.3433363,18.5622703
1950000,Gdańsk,Długie ogrody,22311,87.4,3,1,54.3505768,18.6615653
1676000,Gdynia,Orłowo,29902,56.05,3,2,54.4633744,18.550913
540000,Gdynia,Działki Leśne,10000,54.0,2,3,54.5180631,18.5203267
638000,Gdańsk,Wrzeszcz,11992,53.2,3,3,54.3768155,18.5822762
850000,Gdynia,Śródmieście,10365,82.0,3,1,54.5245895,18.542969
2000000,Gdańsk,Wrzeszcz,25839,77.4,3,4,54.3816163,18.5880509
729000,Gdańsk,Dolne miasto,14294,51.0,2,5,54.3412841,18.6579963
1801503,Gdańsk,Przymorze,27900,64.57,3,5,54.4141882,18.598898
630000,Gdańsk,Kiełpinek,15479,40.7,3,5,54.350542,18.5374307
579000,Gdańsk,Jasień,9309,62.2,3,3,54.3425831,18.5638165
460000,Gdańsk,Orunia,10222,45.0,2,1,54.3268235,18.630472
619000,Gdańsk,Żabianka,11054,56.0,4,2,54.4179618,18.5777267
329000,Gdynia,Chylonia,7376,44.6,2,3,54.5457503,18.4636617
3149040,Gdańsk,Śródmieście,24000,131.21,4,2,54.3456228,18.6558958
498000,Sopot,Brodwino,12029,41.4,2,0,54.4566205,18.5334087
3870960,Gdańsk,Śródmieście,24000,161.29,3,4,54.3456228,18.6558958
535000,Gdynia,Dąbrowa,9694,55.19,4,2,54.4730949,18.4678132
598000,Gdynia,Cisowa,9522,62.8,4,1,54.5492188,18.4445379
3388000,Gdańsk,Długie ogrody,28233,120.0,3,1,54.3494168,18.6602316
920000,Gdynia,Wielki Kack,11963,76.9,3,4,54.465878,18.4994371
999000,Gdańsk,Letnica,15989,62.48,2,0,54.3986679,18.646464
499000,Gdańsk,Łostowice,12170,41.0,3,5,54.3143954,18.5946641
399000,Gdańsk,Łostowice,11735,34.0,4,3,54.31911,18.5918006
713683,Gdańsk,Morena,11328,63.0,2,3,54.3680995,18.59012245607376
629000,Gdańsk,Zaspa,9984,63.0,2,1,54.3897726,18.591526
589000,Gdańsk,Jasień,14023,42.0,3,0,54.3339291,18.5669616
419000,Gdańsk,Łostowice,10826,38.7,1,0,54.3143954,18.5946641
470000,Gdańsk,Wrzeszcz,9582,49.05,2,2,54.3766522,18.6075306
395000,Sopot,Brodwino,11969,33.0,4,2,54.4561844,18.5374814
590000,Gdynia,Mały Kack,12164,48.5,2,7,54.4693261,18.5190236
669000,Sopot,Kamienny Potok,13879,48.2,3,0,54.4576401,18.5535799
999000,Gdynia,Wielki Kack,11879,84.1,3,1,54.467454,18.4899048
689000,Gdańsk,Łostowice,10937,63.0,3,3,54.31911,18.5918006
729000,Gdańsk,Siedlce,13018,56.0,3,2,54.3493986,18.6355331
660000,Gdynia,Chwarzno,9512,69.38,2,0,54.5009485,18.4386309
990000,Gdańsk,Brzeźno,25581,38.7,3,1,54.4013235,18.633564406011097
755000,Gdynia,Obłuże,8861,85.2,3,7,54.5531148,18.5175055
426000,Gdańsk,Stogi,12529,34.0,2,4,54.3739022,18.7031185
1999000,Gdańsk,Brzeźno,27123,73.7,3,5,54.4069408,18.62066603522357
495000,Gdańsk,Łostowice,12180,40.64,3,5,54.3152398,18.5911515
1250000,Gdańsk,Letnica,19531,64.0,2,4,54.3981198,18.6476667
439000,Gdynia,Witomino,12436,35.3,2,5,54.5013275,18.5147885
350000,Gdynia,Grabówek,9210,38.0,3,2,54.5285411,18.5057323
445000,Gdańsk,Przymorze,10988,40.5,4,1,54.4119169,18.6005595
1660000,Gdańsk,Przymorze,20750,80.0,3,1,54.4066572,18.5836606
660000,Gdańsk,Morena,15000,44.0,3,0,54.3487193,18.5894932
625000,Gdańsk,Długie ogrody,10080,62.0,3,3,54.3490925,18.6632116
469000,Gdynia,Oksywie,10242,45.79,5,1,54.5489093,18.5476574
509000,Gdynia,Oksywie,9658,52.7,2,2,54.5490613,18.5305187
999000,Gdynia,Wielki Kack,8986,111.17,2,6,54.4508963,18.457531
350000,Gdynia,Grabówek,9459,37.0,3,2,54.5227425,18.504445236882688
475000,Gdańsk,Stogi,11033,43.05,1,2,54.364182,18.7060336
699000,Gdańsk,Chełm,10350,67.53,2,1,54.3320361,18.6290213
389000,Gdańsk,Brzeźno,15254,25.5,2,1,54.4032149,18.6271865
330000,Gdynia,Chylonia,9016,36.6,2,1,54.5415929,18.4716354
489000,Gdynia,Pogórze,11626,42.06,2,0,54.557956450000006,18.481311262201157
999000,Gdynia,Witomino,13145,76.0,3,4,54.4980971,18.509797
589000,Sopot,Wyścigi / Karlikowo,12335,47.75,2,2,54.4336039,18.5685252
539000,Gdynia,Dąbrowa,10218,52.75,3,4,54.4717265,18.4719171
1060875,Gdańsk,Śródmieście,22500,47.15,2,3,54.3456228,18.6558958
890000,Gdańsk,Letnica,13284,67.0,3,3,54.3986679,18.646464
435000,Gdańsk,Wrzeszcz,10520,41.35,4,2,54.3846304,18.6263752
380000,Gdynia,Demptowo,7600,50.0,3,0,54.5277217,18.4574807
745000,Gdańsk,Wrzeszcz,11479,64.9,2,2,54.3817696,18.6055111
800000,Gdynia,Pustki Cisowskie,9696,82.5,5,4,54.5329163,18.4500526
467820,Gdynia,Witomino,11300,41.4,4,3,54.4984985,18.509001
739000,Gdynia,Pogórze,6327,116.8,4,7,54.557956450000006,18.481311262201157
1150000,Gdańsk,Przymorze,13593,84.6,3,2,54.4091767,18.5832127
1550000,Gdańsk,Długie ogrody,18623,83.23,4,3,54.3505768,18.6615653
859000,Gdańsk,Stare Przedmieście,13422,64.0,2,3,54.3435452,18.6487138
399000,Gdynia,Obłuże,6322,63.11,2,1,54.5524466,18.5156962
689000,Gdynia,Redłowo,14230,48.42,3,4,54.4911699,18.5434649
499000,Gdynia,Dąbrowa,6931,72.0,2,3,54.4738759,18.4538687
719000,Gdańsk,Kiełpinek,10731,67.0,1,1,54.3528312,18.5303177
